nome_municipio,setor_cnae,nome_profissao,total_trabalhadores_nao_clt,salario_medio
Pindamonhangaba,,Conferente Mercadoria (Exceto Carga E Descarga),1,1817.56
Porto Feliz,,Auxiliar Nos Serviços De Alimentação,1,1239
Americana,,Diretor Comercial,1,6433.57
Araçariguama,,Analista De Transporte Em Comércio Exterior,1,5173.26
Piedade,,Motorista De Carro De Passeio,1,2177.55
Americana,,Supervisor De Carga E Descarga,1,5669.44
Pindamonhangaba,,Professor De Matemática No Ensino Médio,1,2028.39
Pindamonhangaba,,Assistente Social,1,1874.68
Piedade,,Analista De Suporte Computacional,1,3074.26
Pindamonhangaba,,Operador De Draga,1,2592.3
Pindamonhangaba,,Instalador De Tubulações,1,2774.12
Pindamonhangaba,,Encanador,1,2419.23
Pindamonhangaba,,Desenhista Técnico,1,2251.73
Piedade,,Protético Dentário,1,2800.3
Charqueada,,Nutricionista,1,3034.43
Dourado,,Diretor De Planejamento Estratégico,1,4090.91
Pindamonhangaba,,Carpinteiro De Obras,1,3339.27
Americana,,Topógrafo,1,7346.69
Piedade,,Encarregado De Manutenção Mecânica De Sistemas Operacionais,1,3187.25
Araçariguama,,Arquiteto De Edificações,1,5157.99
Americana,,Gerontólogo,1,5359.14
Pindamonhangaba,,Oxicortador A Mão E A  Máquina,1,3688.4
Pindamonhangaba,,Caldeireiro (Chapas De Cobre),1,3083.33
Cerquilho,,Procurador Autárquico,1,4435.46
Piedade,,Diretor De Tecnologia Da Informação,1,4884.41
Pindamonhangaba,,Professor De Ensino Superior Na Área De Pesquisa Educacional,1,5304.64
Cerquilho,,Engenheiro Civil,1,4657.23
Piedade,,Engenheiro Agrônomo,1,7630.59
Piedade,,Diretor De Recursos Humanos,1,6061.66
Pindamonhangaba,,Engenheiro De Produção,1,9023.01
Piedade,,Médico Urologista,1,9154.42
Cerquilho,,Diretor De  Produção E Operações De Alimentação,1,4755.06
Piedade,,Pintor De Estruturas Metálicas,1,1785.11
Pindamonhangaba,,Médico Urologista,1,0
Pindamonhangaba,,Operador De Preservação E Controle Térmico,1,0
Piedade,,Poceiro (Edificações),1,2220.54
Araçariguama,,Auxiliar De Serviços Jurídicos,1,3871.46
Cerquilho,,Gerente Comercial,1,687.5
Dourado,,Advogado (Direito Público),1,5504.74
Americana,,Bombeiro Civil,1,2881.83
Americana,,Gerente De Produção E Operações,1,4300
Americana,,Pesquisador Em Biologia Vegetal,1,4757.28
Charqueada,,"Embalador, A Mão",1,696.08
Americana,,Jornalista,1,4039.74
Araçariguama,,Trabalhador De Serviços De Limpeza E Conservação De Áreas Públicas,1,3576.76
Araçariguama,,Supervisor De Ensino,1,3450.15
Araçariguama,,Diretor De Compliance,1,3681.96
Araçariguama,,Supervisor De Tesouraria,1,3269.1
Americana,,Técnico Em Manutenção De Máquinas,1,4026.48
Americana,,Analista De Negócios,1,3858.88
Americana,,Técnico De Manutenção Elétrica De Máquina,1,2983.98
Cerquilho,,Diretor De Tecnologia Da Informação,1,4883.58
Araçariguama,,Analista De Recursos Humanos,1,3230
Dourado,,Cumim,1,1509.17
Dourado,,Zelador De Edifício,1,1542.79
Americana,,Modelador De Metais (Fundição),1,2625.65
Dourado,,Procurador Do Município,1,5759.95
Dourado,,Tratorista Agrícola,1,2059.97
Itupeva,,Controlador De Entrada E Saída,1,484.01
Cerquilho,,Operador Polivalente Da Indústria Têxtil,1,1601.01
Americana,,Caminhoneiro Autônomo (Rotas Regionais E Internacionais),1,2187.08
Americana,,Professor De Alunos Com Deficiência Mental,1,2503.91
Dourado,,Operador De Empilhadeira,1,1786.04
Cerquilho,,Auxiliar De Manutenção Predial,1,2114.12
Cerquilho,,Eletrotécnico,1,1473.73
Dourado,,Operador De Caixa,1,1339.86
Cerquilho,,Gerente De Projetos E Serviços De Manutenção,1,1691.01
Dourado,,Recepcionista De Hotel,1,1883.86
Americana,,Supervisor De Cobrança,1,1791
Americana,,Vigilante,1,2243.23
Americana,,Gerente De Restaurante,1,2241.63
Cerquilho,,Padeiro,1,1750.84
Cerquilho,,Auxiliar Técnico Em Laboratório De Farmácia,1,1668.42
Americana,,"Eletrotécnico Na Fabricação, Montagem E Instalação De Máquinas E Equipamentos",1,3089.25
Itu,,Professor De História Do Ensino Superior,1,13941.02
Dourado,,Recreador,1,1925.02
Dourado,,Técnico Em Segurança Do Trabalho,1,2545.35
Itu,,Treinador Profissional De Futebol,1,10000
Cerquilho,,Modelador De Madeira,1,2713.77
Americana,,Supervisor De Vendas De Serviços,1,2440.31
Itupeva,,Médico Em Radiologia E Diagnóstico Por Imagem,1,18813.08
Itupeva,,Apontador De Produção,1,0
Cerquilho,,Técnico Em Turismo,1,2300.22
Itupeva,,Monitor De Sistemas Eletrônicos De Segurança Externo,1,0
Americana,,Armador De Estrutura De Concreto Armado,1,2757.13
Charqueada,,Agente Fiscal De Qualidade,1,2413.06
Americana,,Técnico Em Instrumentação,1,3190.42
Dourado,,Ouvidor,1,2703.69
Cerquilho,,Supervisor De Transportes,1,2645.27
Americana,,Operador De Jato Abrasivo,1,1509.39
Charqueada,,Gerente De Serviços Culturais,1,2404.26
Charqueada,,Professor De Alunos Com Deficiência Múltipla,1,3106.88
Itu,,Analista De Planejamento De Materias,1,6826.66
Dourado,,Faxineiro,1,3285.04
Itu,,"Mecânico De Manutenção De Máquinas Cortadoras De Grama, Roçadeiras, Motosserras E Similares",1,809.93
Charqueada,,Encarregado De Manutenção Mecânica De Sistemas Operacionais,1,3575.83
Dourado,,Contador,1,4405.9
Charqueada,,Engenheiro Civil,1,3100.14
Americana,,Operador De Engomadeira De Urdume,1,2226.32
Charqueada,,Diretor De Recursos Humanos,1,3737.91
Itu,,Supervisor De Logística,1,5825.87
Charqueada,,Motorista De Carro De Passeio,1,2964.75
Dourado,,Diretor De Serviços Sociais,1,4363.46
Cerquilho,,Carpinteiro,1,3635.39
Charqueada,,Diretor De Tecnologia Da Informação,1,3539.32
Charqueada,,Professor Da  Educação De Jovens E Adultos Do Ensino Fundamental (Primeira A Quarta Série),1,4247.24
Itupeva,,"Eletrotécnico Na Fabricação, Montagem E Instalação De Máquinas E Equipamentos",1,9104.48
Itupeva,,Nutricionista,1,6763.21
Americana,,"Tecelão (Tear Mecânico, Exceto Jacquard)",1,2303.48
Cerquilho,,Procurador Do Município,1,4435.46
Charqueada,,Supervisor De Ensino,1,4425.8
Cerquilho,,Supervisor De Exploração Agrícola,1,4772.78
Cerquilho,,Gerente De Loja E Supermercado,1,8175.15
Americana,,Coordenador Pedagógico,1,1823.11
Cerquilho,,Diretor De Serviços De Saúde,1,7571.95
Cerquilho,,Consultor Jurídico,1,7549.81
Cerquilho,,Diretor Administrativo,1,9069.58
Cerquilho,,Professor De Nível Médio Na Educação Infantil,1,4582.35
Cerquilho,,Lavador De Veículos,1,1985.55
Araçariguama,,Demolidor De Edificações,1,1678.24
Americana,,Operador De Torno Com Comando Numérico,1,2067.39
Americana,,Desenhista Projetista De Arquitetura,1,1697.99
Itu,,Médico Infectologista,1,3694.24
Itupeva,,Jornalista,1,7116.98
Americana,,Operador De Câmaras Frias,1,1909.46
Americana,,Classificador De Fibras Têxteis,1,1532.45
Americana,,Chefe De Contabilidade (Técnico),1,1189.53
Araçariguama,,Montador De Andaimes (Edificações),1,1453.11
Americana,,Inspetor De Estamparia (Produção Têxtil),1,1329.43
Itupeva,,Médico Gastroenterologista,1,7621.4
Americana,,Impressor (Serigrafia),1,1899.26
Itu,,Médico Coloproctologista,1,14639.38
Americana,,Esteticista,1,1380
Americana,,Lavador De Roupas  A Maquina,1,1543.13
Americana,,Técnico Em Saúde Bucal,1,1382.35
Itu,,Mecânico De Manutenção De Máquinas De Construção E Terraplenagem,1,4332.21
Itu,,Diretor Comercial Em Operações De Intermediação Financeira,1,7318.16
Americana,,Cuidador Em Saúde,1,1114.45
Itupeva,,Cirurgião Dentista - Traumatologista Bucomaxilofacial,1,18386.19
Itu,,Operador De Máquinas Operatrizes,1,4750.38
Itupeva,,Técnico Em Mecatrônica - Automação Da Manufatura,1,5647.13
Araçariguama,,Recepcionista De Consultório Médico Ou Dentário,1,1500.76
Araçariguama,,Carregador (Veículos De Transportes Terrestres),1,1167
Americana,,Impressor De Rotativa,1,1487.76
Itu,,Selecionador De Material Reciclável,1,954.29
Itupeva,,Pedagogo,1,4134.94
Itu,,Técnico Em Eletromecânica,1,1074
Itu,,Engenheiro De Segurança Do Trabalho,1,4964.29
Americana,,"Operador De Máquinas De Fabricação De Doces, Salgados E Massas Alimentícias",1,1276.91
Itu,,Programador De Máquinas - Ferramenta Com Comando Numérico,1,990.59
Araçariguama,,Promotor De Vendas Especializado,1,1169.71
Americana,,Entregador De Publicações,1,1548.5
Itu,,"Supervisor De Manutenção Eletromecânica Industrial, Comercial E Predial",1,5353.52
Itu,,Dirigente E Administrador De Organização Religiosa,1,1100
Americana,,Operador De Máquina De Costura De Acabamento,1,1546.66
Itu,,Técnico Em Sonorização,1,3818.25
Itu,,Guia De Turismo,1,2836.14
Itupeva,,Desenhista Projetista De Arquitetura,1,3599.41
Itu,,Gerente De Operações De Transportes,1,3986.66
Americana,,Auxiliar De Enfermagem Do Trabalho,1,2235.4
Itu,,Supervisor De Vigilantes,1,3500
Itupeva,,Operador De Transporte Multimodal,1,1508.8
Itu,,Analista Financeiro (Instituições Financeiras),1,3500
Itu,,Turismólogo,1,1153.05
Itu,,Operador De Negócios,1,939.91
Itu,,Auxiliar De Veterinário,1,1483.89
Itu,,Produtor Cultural,1,1919.11
Itu,,Temperador De Metais E De Compósitos,1,1327.22
Itupeva,,Porteiro De Edifícios,1,1459.03
Araçariguama,,Confeiteiro,1,909.33
Itupeva,,Técnico De Enfermagem De Terapia Intensiva,1,748.03
Itu,,Técnico De Apoio Em Pesquisa E Desenvolvimento (Exceto Agropecuário E Florestal),1,1058.22
Americana,,Desenhista Técnico Mecânico,1,732.14
Itupeva,,Operador De Máquinas-Ferramenta Convencionais,1,1787.54
Itu,,Auxiliar De Laboratório De Análises Clínicas,1,2444.36
Itu,,Desenhista Copista,1,2263.32
Itu,,Professor De Educação Artística Do Ensino Fundamental,1,2802.3
Itu,,Mecânico De Manutenção E Instalação De Aparelhos De Climatização E  Refrigeração,1,2360.59
Araçariguama,,Auxiliar De Logistica,1,1056
Itu,,Forneiro E Operador De Forno De Redução Direta,1,1144.49
Itupeva,,Administrador De Sistemas Operacionais,1,2507.72
Itupeva,,Gerente De Marketing,1,1334.29
Araçariguama,,Engenheiro Agrônomo,1,11881.73
Itu,,Economista,1,2875.7
Porto Feliz,,Desenhista Técnico (Instalações Hidrossanitárias),1,9636.03
Porto Feliz,,Gerente Financeiro,1,7077.57
Porto Feliz,,Gerente De Comunicação,1,4793.38
Porto Feliz,,Chefe De Contabilidade (Técnico),1,7132.95
Itu,,Técnico Em Acupuntura,1,2048.64
Porto Feliz,,Professor De Alunos Com Deficiência Auditiva E Surdos,1,3435.09
Itu,,Trabalhador Da Pecuária (Bovinos Corte),1,2649.28
Itupeva,,Lagareiro,1,2689.81
Itupeva,,Operador De Processos Químicos E Petroquímicos,1,2196.41
Itu,,Promotor De Vendas,1,1405.16
Itu,,Desenhista Projetista De Eletricidade,1,2156.23
Porto Feliz,,Analista De Desenvolvimento De Sistemas,1,4607.05
Itu,,Supervisor De Usina De Concreto,1,2520.83
Itu,,Caminhoneiro Autônomo (Rotas Regionais E Internacionais),1,1707.42
Itu,,Operador Eletromecânico,1,1750.01
Itupeva,,Operador De Betoneira,1,2010.48
Itu,,Marinheiro De Esporte E Recreio,1,3250
Itupeva,,Supervisor De Contas A Pagar,1,3153.26
Itu,,Analista De Negócios,1,2253.07
Itu,,Modelador De Metais (Fundição),1,2760.5
Itu,,Técnico Mecânico (Motores),1,2620.56
Porto Feliz,,Técnico Químico,1,3928.42
Porto Feliz,,Gravador De Matriz Para Flexografia (Clicherista),1,4354.11
Itu,,Arquivista,1,2973.53
Porto Feliz,,Técnico Em Eletromecânica,1,3683.54
Porto Feliz,,Técnico De Enfermagem,1,2282.77
Itupeva,,Desenhista Técnico (Construção Civil),1,1969.61
Porto Feliz,,Bibliotecário,1,3156.21
Porto Feliz,,Telefonista,1,2410.8
Porto Feliz,,Modelador De Metais (Fundição),1,2048.16
Itu,,Mestre De Produção Química,1,2538.12
Itu,,Engenheiro Civil (Transportes E Trânsito),1,3356.35
Porto Feliz,,Auxiliar De Contabilidade,1,1961.9
Itu,,Trabalhador Volante Da Agricultura,1,2820.07
Itupeva,,Agente De Vendas De Serviços,1,2788.71
Itupeva,,Encarregado De Acabamento De Chapas E Metais  (Têmpera),1,4127.11
Porto Feliz,,Coletor De Lixo Domiciliar,1,1692.67
Itupeva,,Técnico Químico,1,2826.22
Itu,,Chefe De Cozinha,1,3827.74
Porto Feliz,,"Costureiro, A  Máquina  Na Confecção Em Série",1,1357.27
Itupeva,,Técnico Em Saúde Bucal,1,1590.27
Porto Feliz,,Comerciante Varejista,1,763.5
Itupeva,,Apontador De Mão-De-Obra,1,1811.44
Itu,,Médico Do Trabalho,1,3414.07
Itupeva,,Fundidor De Metais,1,2009.09
Itu,,Químico,1,5353.52
Itu,,Operador De Motoniveladora,1,2839.05
Itu,,Técnico Em Manutenção De Máquinas,1,3691.19
Itu,,Supervisor De Almoxarifado,1,5069.58
Itu,,Lubrificador Industrial,1,4350.48
Itupeva,,Técnico De Vendas,1,1706.14
Itu,,Montador De Equipamentos Eletrônicos,1,1686.36
Porto Feliz,,Técnico Eletrônico,1,14385.66
Itu,,Técnico Em Atendimento E Vendas,1,2181.88
Itupeva,,Técnico Em Secretariado,1,4456.32
Itupeva,,Analista De Pcp (Programação E Controle Da Produção),1,5522.22
Itu,,Gerente De Contas - Pessoa Física E Jurídica,1,4161.9
Itu,,Gerente De Departamento Pessoal,1,7209.59
Itupeva,,Demonstrador De Mercadorias,1,2194.38
Itupeva,,Chefe De Serviço De Transporte Rodoviário (Passageiros E Cargas),1,6134.18
Itupeva,,"Operador De Produção (Química, Petroquímica E Afins)",1,7221.67
Itu,,Gerente De Comunicação,1,7318.16
Itupeva,,Médico Reumatologista,1,7340.7
Itu,,Diretor Comercial,1,33906.64
Piedade,,Desenvolvedor De Sistemas De Tecnologia Da Informação (Técnico),1,4136.97
